order_id,customer_name,product,category,amount,city,region,order_date
72,Ashley Floyd,Headphones,Audio,885.08,Osaka,Kansai,2026-02-17 23:31:49
73,Philip Walker,Headphones,Audio,699.02,Sapporo,Hokkaido,2026-02-17 02:19:18
74,Deanna Davis,Monitor,Electronics,727.3,Nagoya,Chubu,2026-01-22 14:16:24
75,Justin Coleman,Monitor,Electronics,440.85,Nagoya,Chubu,2026-02-05 00:09:48
76,Shannon Fisher,Headphones,Audio,453.79,Tokyo,Kanto,2026-02-04 11:53:36
77,Brandon Stephenson,Monitor,Electronics,934.51,Tokyo,Kanto,2026-02-01 12:17:06
78,Vanessa Watson,Phone,Electronics,1367.2,Nagoya,Chubu,2026-01-29 11:28:38
79,Derek Mayer,Phone,Electronics,855.78,Fukuoka,Kyushu,2026-02-09 23:39:22
80,Leslie Wang,Keyboard,Accessories,1470.89,Sapporo,Hokkaido,2026-02-02 17:37:21
81,Brent Murillo,Phone,Electronics,472.81,Fukuoka,Kyushu,2026-02-20 10:50:05
82,Andrew Perez,Headphones,Audio,1060.0,Tokyo,Kanto,2026-01-24 03:16:58
83,Jennifer Lopez,Headphones,Audio,1092.66,Osaka,Kansai,2026-01-31 12:13:08
84,Anthony Navarro,Monitor,Electronics,1195.89,Nagoya,Chubu,2026-02-19 22:31:22
85,Jerry Hughes,Headphones,Audio,593.03,Tokyo,Kanto,2026-02-17 12:42:41
86,Gregory Saunders,Headphones,Audio,493.25,Sapporo,Hokkaido,2026-01-22 23:42:07
87,Jennifer Franco,Phone,Electronics,1460.36,Tokyo,Kanto,2026-02-03 15:59:36
88,Tami White,Headphones,Audio,985.96,Osaka,Kansai,2026-02-17 00:01:50
89,Eric Bishop,Monitor,Electronics,1412.93,Nagoya,Chubu,2026-02-18 02:56:18
90,Joshua Flores,Headphones,Audio,214.17,Sapporo,Hokkaido,2026-01-28 05:47:15
91,Darren Walker,Keyboard,Accessories,292.91,Fukuoka,Kyushu,2026-02-15 16:25:39
92,Amy Myers,Monitor,Electronics,1292.69,Nagoya,Chubu,2026-02-19 11:42:21
93,Lori Reyes,Headphones,Audio,1370.81,Fukuoka,Kyushu,2026-02-16 03:32:44
94,James Williams,Laptop,Electronics,407.93,Nagoya,Chubu,2026-02-17 02:07:24
95,Ashley Hall,Monitor,Electronics,1344.5,Fukuoka,Kyushu,2026-01-23 02:36:30
96,Carol Francis,Headphones,Audio,684.59,Tokyo,Kanto,2026-01-28 01:57:44
97,Megan Williams,Phone,Electronics,360.47,Tokyo,Kanto,2026-02-11 21:14:47
98,Barbara Jones,Headphones,Audio,1131.6,Fukuoka,Kyushu,2026-02-20 17:20:18
99,Andrew Berry,Headphones,Audio,287.0,Fukuoka,Kyushu,2026-02-05 18:51:35
100,Kathy Morris,Keyboard,Accessories,938.38,Fukuoka,Kyushu,2026-02-19 12:30:06
101,James Richardson,Phone,Electronics,1325.89,Fukuoka,Kyushu,2026-02-11 01:33:39
102,April Myers,Keyboard,Accessories,1439.58,Tokyo,Kanto,2026-02-16 23:34:06
103,Christine Turner,Phone,Electronics,830.64,Sapporo,Hokkaido,2026-02-16 11:48:21
104,Curtis Williams,Laptop,Electronics,875.36,Tokyo,Kanto,2026-02-18 08:49:19
105,Jose Rosario,Headphones,Audio,644.97,Osaka,Kansai,2026-02-16 12:13:40
106,Stephen Perez,Headphones,Audio,758.38,Fukuoka,Kyushu,2026-02-04 00:01:49
107,Larry Lewis,Keyboard,Accessories,252.04,Nagoya,Chubu,2026-02-13 19:27:47
108,Anthony Neal,Monitor,Electronics,1156.52,Nagoya,Chubu,2026-02-17 00:42:53
109,Nicholas Bean,Headphones,Audio,323.29,Fukuoka,Kyushu,2026-01-29 07:26:43
110,Cathy Michael,Headphones,Audio,788.3,Fukuoka,Kyushu,2026-02-01 21:14:09
111,Gary Williams,Headphones,Audio,424.78,Tokyo,Kanto,2026-02-17 12:10:47
112,Lori Green,Phone,Electronics,1014.83,Fukuoka,Kyushu,2026-02-12 14:20:02
113,Thomas Cruz,Laptop,Electronics,1154.25,Sapporo,Hokkaido,2026-02-13 16:43:10
114,Jason Hall,Phone,Electronics,399.81,Nagoya,Chubu,2026-02-14 00:05:13
115,Dean Diaz,Monitor,Electronics,1189.57,Tokyo,Kanto,2026-02-14 19:03:56
116,Elizabeth Michael,Keyboard,Accessories,702.66,Fukuoka,Kyushu,2026-01-27 14:32:52
117,Kelly Orozco,Keyboard,Accessories,1058.81,Osaka,Kansai,2026-02-19 03:24:07
118,Whitney Bush,Phone,Electronics,1399.94,Nagoya,Chubu,2026-02-06 21:47:37
119,Timothy Henry,Headphones,Audio,578.58,Fukuoka,Kyushu,2026-02-14 00:56:48
120,William Robinson Jr.,Phone,Electronics,906.54,Sapporo,Hokkaido,2026-02-13 15:49:30
121,Brian Dorsey MD,Laptop,Electronics,880.01,Fukuoka,Kyushu,2026-01-25 18:03:18
122,Kevin Oliver,Monitor,Electronics,96.75,Nagoya,Chubu,2026-02-18 03:04:29
123,Rose Henderson,Laptop,Electronics,262.62,Osaka,Kansai,2026-02-06 03:12:08
124,William Cortez,Keyboard,Accessories,481.5,Nagoya,Chubu,2026-02-01 07:37:59
125,Robin Romero,Monitor,Electronics,804.91,Sapporo,Hokkaido,2026-01-28 09:05:35
126,Daniel Parks,Phone,Electronics,203.4,Nagoya,Chubu,2026-02-09 19:16:32
127,David Dickson,Headphones,Audio,1442.9,Fukuoka,Kyushu,2026-02-11 20:03:01
128,Dennis Peterson,Phone,Electronics,1375.73,Tokyo,Kanto,2026-01-28 02:01:35
129,James Bautista,Monitor,Electronics,234.1,Tokyo,Kanto,2026-02-07 10:29:10
130,Timothy Martinez,Laptop,Electronics,187.89,Osaka,Kansai,2026-02-08 03:56:18
131,Lindsey Ruiz,Keyboard,Accessories,202.81,Fukuoka,Kyushu,2026-02-20 02:31:43
132,Anthony Kennedy,Phone,Electronics,386.94,Tokyo,Kanto,2026-01-26 03:29:54
133,Cameron Rodriguez,Monitor,Electronics,1276.84,Tokyo,Kanto,2026-02-19 13:02:13
134,Brandon King,Monitor,Electronics,953.26,Osaka,Kansai,2026-01-26 18:56:58
135,Michelle Williams,Monitor,Electronics,92.53,Nagoya,Chubu,2026-02-20 00:54:47
136,Michael Downs,Headphones,Audio,585.37,Nagoya,Chubu,2026-02-08 21:41:51
137,Samuel Rose,Headphones,Audio,219.26,Sapporo,Hokkaido,2026-01-26 08:02:23
138,Daisy Armstrong,Phone,Electronics,1216.29,Fukuoka,Kyushu,2026-02-11 23:03:27
139,Shawn Clayton,Headphones,Audio,1421.69,Fukuoka,Kyushu,2026-01-31 19:45:54
140,Holly Stephens,Laptop,Electronics,90.49,Tokyo,Kanto,2026-01-29 18:56:42
141,Ashley Dixon,Headphones,Audio,368.43,Sapporo,Hokkaido,2026-02-04 21:59:44
142,Cheryl Wilson,Keyboard,Accessories,1371.83,Nagoya,Chubu,2026-02-02 21:05:53
143,Kayla Franklin,Phone,Electronics,1360.4,Fukuoka,Kyushu,2026-02-08 08:08:35
144,Willie Flores DVM,Monitor,Electronics,478.69,Fukuoka,Kyushu,2026-02-03 20:33:02
145,Joseph Hernandez,Monitor,Electronics,800.12,Osaka,Kansai,2026-02-03 18:53:13
146,Mr. Ronald Williams,Laptop,Electronics,824.43,Fukuoka,Kyushu,2026-02-11 17:22:38
147,Carolyn Morris,Laptop,Electronics,724.98,Osaka,Kansai,2026-02-06 15:23:39
148,William Torres,Headphones,Audio,462.03,Fukuoka,Kyushu,2026-02-11 02:31:34
149,Laura Simon,Keyboard,Accessories,679.55,Sapporo,Hokkaido,2026-02-18 08:20:53
150,Cameron Ramirez,Monitor,Electronics,1278.69,Sapporo,Hokkaido,2026-02-15 17:47:14
151,Carol Neal,Keyboard,Accessories,1000.37,Sapporo,Hokkaido,2026-02-17 20:13:05
152,Nicole Shaffer,Phone,Electronics,765.93,Nagoya,Chubu,2026-02-16 07:33:46
153,Margaret Robbins,Phone,Electronics,65.1,Sapporo,Hokkaido,2026-01-24 11:43:36
154,Jay Walker,Headphones,Audio,538.5,Osaka,Kansai,2026-02-17 03:42:26
155,John Kim,Laptop,Electronics,829.97,Osaka,Kansai,2026-02-13 12:19:08
156,Kara Harris,Phone,Electronics,1062.04,Nagoya,Chubu,2026-02-06 22:33:53
157,Nicole Taylor,Monitor,Electronics,183.35,Fukuoka,Kyushu,2026-02-16 18:18:15
158,Mary Pope,Laptop,Electronics,932.01,Sapporo,Hokkaido,2026-01-26 20:07:16
159,Amy Tran,Headphones,Audio,594.79,Nagoya,Chubu,2026-02-10 10:13:44
160,Michael Graham,Headphones,Audio,934.78,Osaka,Kansai,2026-02-15 02:48:23
161,Matthew Rojas,Keyboard,Accessories,935.61,Nagoya,Chubu,2026-01-25 18:56:55
162,Peggy Harris,Monitor,Electronics,88.55,Osaka,Kansai,2026-01-26 06:45:05
163,Kelsey Grimes,Phone,Electronics,705.41,Nagoya,Chubu,2026-02-03 20:34:18
164,Melanie Weeks,Laptop,Electronics,981.07,Fukuoka,Kyushu,2026-02-14 14:02:10
165,Glenn Rojas,Keyboard,Accessories,605.57,Tokyo,Kanto,2026-02-12 14:17:55
166,Sarah Warner,Phone,Electronics,1353.87,Tokyo,Kanto,2026-02-15 17:45:17
167,Kenneth Miller,Monitor,Electronics,1356.91,Sapporo,Hokkaido,2026-02-15 06:44:57
168,Terry Ryan,Laptop,Electronics,1440.52,Osaka,Kansai,2026-02-20 13:07:50
169,Christina Wood,Keyboard,Accessories,1407.61,Tokyo,Kanto,2026-02-16 01:58:30
170,Michael Smith,Headphones,Audio,122.33,Osaka,Kansai,2026-02-01 07:05:28
171,Brittany Liu,Monitor,Electronics,1402.35,Fukuoka,Kyushu,2026-02-13 11:49:06
172,Carolyn Evans,Headphones,Audio,820.54,Tokyo,Kanto,2026-02-05 14:57:20
173,Kimberly West,Laptop,Electronics,83.37,Fukuoka,Kyushu,2026-01-23 04:28:00
174,Rodney Alvarado,Laptop,Electronics,603.78,Fukuoka,Kyushu,2026-02-04 23:35:43
175,Kevin Thomas,Phone,Electronics,733.77,Osaka,Kansai,2026-01-26 00:18:40
176,Nicole Deleon,Laptop,Electronics,422.2,Fukuoka,Kyushu,2026-02-07 18:09:34
177,Julian Woods,Keyboard,Accessories,27.28,Osaka,Kansai,2026-01-30 19:47:20
178,Miranda Porter,Laptop,Electronics,275.86,Osaka,Kansai,2026-01-28 15:46:59
179,Darren Wilkins,Headphones,Audio,107.23,Nagoya,Chubu,2026-02-01 22:40:07
180,John Jones,Phone,Electronics,308.78,Fukuoka,Kyushu,2026-02-21 05:37:46
181,Kimberly Martinez,Phone,Electronics,164.18,Nagoya,Chubu,2026-02-11 07:50:18
182,Casey Key,Laptop,Electronics,1319.61,Sapporo,Hokkaido,2026-02-07 07:54:14
183,Randy Snyder,Monitor,Electronics,1305.11,Tokyo,Kanto,2026-01-28 19:10:03
184,Eric Moses PhD,Phone,Electronics,944.66,Tokyo,Kanto,2026-02-13 14:44:54
185,Joseph Quinn,Keyboard,Accessories,1182.97,Osaka,Kansai,2026-02-02 04:48:45
186,Dwayne Williams,Phone,Electronics,1271.37,Sapporo,Hokkaido,2026-01-31 00:55:18
187,Louis Rich,Keyboard,Accessories,325.96,Fukuoka,Kyushu,2026-01-23 19:24:39
188,Angela Reed,Keyboard,Accessories,733.84,Nagoya,Chubu,2026-02-03 20:27:04
189,Brian Smith,Headphones,Audio,331.0,Osaka,Kansai,2026-02-19 07:27:47
190,Margaret Wallace,Monitor,Electronics,846.86,Fukuoka,Kyushu,2026-02-12 00:31:00
191,Nancy Thompson,Monitor,Electronics,736.21,Tokyo,Kanto,2026-02-17 05:43:56
192,James Turner,Phone,Electronics,347.71,Nagoya,Chubu,2026-02-03 19:01:19
193,Diane Decker,Monitor,Electronics,36.65,Tokyo,Kanto,2026-02-09 00:01:54
194,Jacob Roberts,Headphones,Audio,1389.04,Osaka,Kansai,2026-02-02 23:07:17
195,Nicholas Duffy,Headphones,Audio,48.38,Osaka,Kansai,2026-02-15 02:37:03
196,Jordan Sutton,Headphones,Audio,600.36,Fukuoka,Kyushu,2026-01-25 02:33:23
197,Marvin Swanson,Laptop,Electronics,360.3,Sapporo,Hokkaido,2026-02-02 07:02:59
198,Deborah Hayes,Monitor,Electronics,821.34,Fukuoka,Kyushu,2026-02-20 16:39:35
199,Anthony Richmond,Keyboard,Accessories,122.31,Fukuoka,Kyushu,2026-01-30 16:34:21
200,Whitney Coffey,Monitor,Electronics,769.05,Sapporo,Hokkaido,2026-02-01 03:52:43
201,Alicia Price,Laptop,Electronics,540.12,Sapporo,Hokkaido,2026-02-08 09:13:52
202,James Baker,Phone,Electronics,444.1,Fukuoka,Kyushu,2026-02-11 07:51:02
203,Vincent King,Headphones,Audio,132.92,Nagoya,Chubu,2026-02-13 14:29:55
204,Marvin Howard,Keyboard,Accessories,708.11,Osaka,Kansai,2026-02-18 19:06:33
205,Norma Patterson,Keyboard,Accessories,712.5,Osaka,Kansai,2026-02-16 23:51:39
206,Kyle Brown,Monitor,Electronics,1381.82,Osaka,Kansai,2026-02-19 00:28:29
207,Kayla Foster,Monitor,Electronics,762.83,Tokyo,Kanto,2026-01-28 15:53:46
208,Eric Price,Monitor,Electronics,1211.02,Sapporo,Hokkaido,2026-01-30 18:12:07
209,Tyler Williamson,Headphones,Audio,1033.7,Fukuoka,Kyushu,2026-02-17 21:29:00
210,Jennifer Williams,Keyboard,Accessories,976.22,Fukuoka,Kyushu,2026-01-27 06:01:19
211,Katie Gonzalez,Laptop,Electronics,546.21,Fukuoka,Kyushu,2026-02-21 01:58:31
212,Kristina Ramirez,Laptop,Electronics,1046.67,Osaka,Kansai,2026-02-10 21:17:13
213,Dana Garcia,Monitor,Electronics,573.45,Sapporo,Hokkaido,2026-02-17 00:20:28
214,Kurt Frederick,Phone,Electronics,1378.07,Osaka,Kansai,2026-02-11 19:05:10
215,Elizabeth Lewis,Monitor,Electronics,904.01,Fukuoka,Kyushu,2026-02-04 05:21:01
216,Kayla Gomez,Headphones,Audio,921.29,Osaka,Kansai,2026-02-02 15:53:15
217,Carol Marsh,Headphones,Audio,383.82,Fukuoka,Kyushu,2026-02-05 23:32:59
218,Rachel Harris,Phone,Electronics,471.41,Fukuoka,Kyushu,2026-02-05 05:46:28
219,Steven Jackson,Laptop,Electronics,1318.05,Tokyo,Kanto,2026-02-04 12:43:38
220,Michael Clark,Monitor,Electronics,1475.6,Sapporo,Hokkaido,2026-02-05 11:53:45
221,Kristy Sosa,Headphones,Audio,1474.51,Nagoya,Chubu,2026-02-16 02:19:42
222,Wendy Davidson,Laptop,Electronics,89.61,Nagoya,Chubu,2026-02-04 10:19:10
223,Deborah Rocha,Phone,Electronics,1497.88,Osaka,Kansai,2026-01-23 09:36:51
224,Joy Mcdaniel,Phone,Electronics,562.68,Sapporo,Hokkaido,2026-02-04 02:30:52
225,Bethany Jackson,Laptop,Electronics,585.8,Tokyo,Kanto,2026-02-11 18:01:05
226,Keith Brock,Keyboard,Accessories,742.25,Fukuoka,Kyushu,2026-01-28 07:54:08
227,Tracey Stevens,Headphones,Audio,1355.47,Fukuoka,Kyushu,2026-02-15 00:06:29
228,Stacy Wilson,Monitor,Electronics,1323.79,Fukuoka,Kyushu,2026-01-25 16:39:08
229,Janet Warren,Monitor,Electronics,311.69,Tokyo,Kanto,2026-02-16 05:53:33
230,Jason King,Laptop,Electronics,396.55,Sapporo,Hokkaido,2026-01-25 12:06:38
231,Kristin Miller,Monitor,Electronics,759.83,Osaka,Kansai,2026-02-10 06:03:45
232,Victor Adams,Monitor,Electronics,17.22,Osaka,Kansai,2026-01-25 03:07:02
233,Thomas Hudson,Headphones,Audio,1492.64,Nagoya,Chubu,2026-01-23 21:44:41
234,Lori Bell,Phone,Electronics,1155.17,Osaka,Kansai,2026-02-02 22:37:47
235,Julia French,Keyboard,Accessories,175.04,Tokyo,Kanto,2026-01-23 09:45:05
236,Robert Alvarez,Laptop,Electronics,238.15,Sapporo,Hokkaido,2026-02-13 12:58:18
237,Deborah Rivas,Keyboard,Accessories,1214.62,Fukuoka,Kyushu,2026-02-19 03:27:35
238,Trevor Cross,Phone,Electronics,1084.39,Sapporo,Hokkaido,2026-01-23 04:39:35
239,Melinda Wright,Monitor,Electronics,1176.4,Tokyo,Kanto,2026-02-15 00:28:56
240,Erin Warner,Keyboard,Accessories,1483.48,Fukuoka,Kyushu,2026-01-26 05:56:20
241,Pamela Jacobs,Laptop,Electronics,1088.61,Tokyo,Kanto,2026-02-20 00:44:45
242,Kimberly Mendoza,Laptop,Electronics,322.26,Sapporo,Hokkaido,2026-02-07 21:55:52
243,Gabriel Macdonald,Phone,Electronics,818.07,Nagoya,Chubu,2026-01-25 11:52:16
244,Sarah Marsh,Laptop,Electronics,835.75,Tokyo,Kanto,2026-01-28 22:08:41
245,Samuel Yates,Headphones,Audio,1296.71,Osaka,Kansai,2026-01-24 12:56:06
246,Larry Olson,Phone,Electronics,481.05,Nagoya,Chubu,2026-01-24 12:38:56
247,Shannon Patterson,Phone,Electronics,1239.55,Tokyo,Kanto,2026-02-09 13:52:39
248,Thomas Walters,Phone,Electronics,341.86,Fukuoka,Kyushu,2026-02-21 03:46:48
249,Ms. Julie Russell,Phone,Electronics,15.62,Osaka,Kansai,2026-02-03 00:17:03
250,Michael Santos,Phone,Electronics,18.4,Nagoya,Chubu,2026-02-07 01:18:21
251,Sandra Berg,Keyboard,Accessories,1396.11,Nagoya,Chubu,2026-02-09 20:44:49
252,Bruce Rivera,Monitor,Electronics,475.78,Fukuoka,Kyushu,2026-02-10 00:21:31
253,Tina Christian,Headphones,Audio,1374.5,Osaka,Kansai,2026-02-04 08:34:36
254,Jared Mayo,Laptop,Electronics,543.82,Osaka,Kansai,2026-01-25 22:45:11
255,Robert Pugh,Monitor,Electronics,407.99,Osaka,Kansai,2026-02-13 19:29:31
256,Michael West,Monitor,Electronics,604.99,Tokyo,Kanto,2026-01-22 18:51:50
257,Christine Casey,Phone,Electronics,214.42,Sapporo,Hokkaido,2026-02-03 09:45:05
258,Sandra Murphy,Phone,Electronics,1150.57,Nagoya,Chubu,2026-01-31 13:43:43
259,Darrell Reed,Monitor,Electronics,643.2,Sapporo,Hokkaido,2026-02-19 09:37:30
260,Robert Ramirez,Keyboard,Accessories,520.3,Sapporo,Hokkaido,2026-02-12 08:01:47
261,Connie Willis,Laptop,Electronics,605.11,Nagoya,Chubu,2026-01-24 21:48:40
262,Jared Murphy,Laptop,Electronics,910.89,Tokyo,Kanto,2026-02-16 03:22:48
263,Mrs. Daisy Austin,Monitor,Electronics,1480.32,Tokyo,Kanto,2026-02-04 03:34:21
264,David Beasley,Headphones,Audio,486.15,Nagoya,Chubu,2026-01-26 10:38:25
265,Travis Robinson,Phone,Electronics,675.8,Fukuoka,Kyushu,2026-01-30 17:39:59
266,Shelby Crawford,Phone,Electronics,706.28,Nagoya,Chubu,2026-01-26 03:34:35
267,Katherine Schmidt,Headphones,Audio,1333.73,Sapporo,Hokkaido,2026-02-16 12:16:09
268,Brian Rodriguez,Laptop,Electronics,157.37,Tokyo,Kanto,2026-01-29 22:38:55
269,Leroy Craig MD,Laptop,Electronics,989.63,Fukuoka,Kyushu,2026-01-24 17:14:26
270,Dana Shelton,Laptop,Electronics,511.2,Sapporo,Hokkaido,2026-02-01 06:32:14
271,Jessica Castro,Headphones,Audio,232.38,Tokyo,Kanto,2026-02-05 19:20:48
272,Adam Ferguson,Headphones,Audio,321.25,Sapporo,Hokkaido,2026-02-19 10:18:51
273,Amanda Smith,Phone,Electronics,1003.63,Fukuoka,Kyushu,2026-02-18 16:21:52
274,Joshua Zuniga,Headphones,Audio,441.07,Osaka,Kansai,2026-01-30 20:54:04
275,Patricia Russell,Keyboard,Accessories,539.27,Osaka,Kansai,2026-01-28 12:59:44
276,Victoria Marshall,Phone,Electronics,277.21,Fukuoka,Kyushu,2026-01-23 10:29:31
277,Kathy Arnold,Headphones,Audio,662.9,Tokyo,Kanto,2026-02-05 05:37:09
278,Olivia Martinez,Monitor,Electronics,62.62,Osaka,Kansai,2026-02-20 15:25:18
279,Dwayne Atkins,Keyboard,Accessories,889.41,Osaka,Kansai,2026-01-27 09:13:43
280,Tina Simpson,Phone,Electronics,1337.8,Sapporo,Hokkaido,2026-02-06 13:34:02
281,Donald Brewer,Monitor,Electronics,216.17,Osaka,Kansai,2026-02-07 18:14:03
282,Peter Ramirez,Phone,Electronics,631.73,Osaka,Kansai,2026-01-25 09:52:25
283,Anna Martin,Laptop,Electronics,1392.12,Sapporo,Hokkaido,2026-01-28 06:44:48
284,Christopher Webster,Headphones,Audio,63.93,Fukuoka,Kyushu,2026-01-25 07:23:59
285,Daniel Munoz,Headphones,Audio,824.89,Osaka,Kansai,2026-02-06 01:00:50
